event,event_datetime,market_group,market,selection,player_number,player_name,line,option,odds
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan David,10,Jonathan David,1+,1+,1.083
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Kerim Alajbegovic,19,Kerim Alajbegovic,1+,1+,1.11
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Edin Dzeko,11,Edin Dzeko,1+,1+,1.12
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tajon Buchanan,17,Tajon Buchanan,1+,1+,1.12
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ali Ahmed,20,Ali Ahmed,1+,1+,1.14
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Esmir Bajraktarevic,20,Esmir Bajraktarevic,1+,1+,1.14
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ismael Kone,8,Ismael Kone,1+,1+,1.14
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Promise David,24,Promise David,1+,1+,1.14
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Samed Bazdar,9,Samed Bazdar,1+,1+,1.14
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Luc De Fougerolles,4,Luc De Fougerolles,1+,1+,1.16
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stephen Eustaquio,7,Stephen Eustaquio,1+,1+,1.16
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Armin Gigovic,8,Armin Gigovic,1+,1+,1.20
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jayden Nelson,26,Jayden Nelson,1+,1+,1.22
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tani Oluwaseyi,12,Tani Oluwaseyi,1+,1+,1.22
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Dedic,7,Amar Dedic,1+,1+,1.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Haris Tabakovic,23,Haris Tabakovic,1+,1+,1.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Basic,13,Ivan Basic,1+,1+,1.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermedin Demirovic,10,Ermedin Demirovic,1+,1+,1.28
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Joel Waterman,5,Joel Waterman,1+,1+,1.30
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Liam Millar,11,Liam Millar,1+,1+,1.30
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amir Hadziahmetovic,16,Amir Hadziahmetovic,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Derek Cornelius,13,Derek Cornelius,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermin Mahmic,26,Ermin Mahmic,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Mathieu Choiniere,6,Mathieu Choiniere,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Niko Sigur,23,Niko Sigur,1+,1+,1.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Benjamin Tahirovic,6,Benjamin Tahirovic,1+,1+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Cyle Larin,9,Cyle Larin,1+,1+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jacob Shaffelburg,14,Jacob Shaffelburg,1+,1+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jovo Lukic,25,Jovo Lukic,1+,1+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,1+,1+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nikola Katic,18,Nikola Katic,1+,1+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Memic,15,Amar Memic,1+,1+,1.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dzenis Burnic,17,Dzenis Burnic,1+,1+,1.44
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alistair Johnston,2,Alistair Johnston,1+,1+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Sead Kolasinac,5,Sead Kolasinac,1+,1+,1.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alfie Jones,3,Alfie Jones,1+,1+,1.57
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Sunjic,14,Ivan Sunjic,1+,1+,1.57
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan Osorio,21,Jonathan Osorio,1+,1+,1.57
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nidal Celik,24,Nidal Celik,1+,1+,1.61
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dennis Hadzikadunic,3,Dennis Hadzikadunic,1+,1+,1.66
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tarik Muharemovic,4,Tarik Muharemovic,1+,1+,1.72
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nihad Mujakic,2,Nihad Mujakic,1+,1+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stjepan Radeljic,21,Stjepan Radeljic,1+,1+,1.83
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Moise Bombito,15,Moise Bombito,1+,1+,2.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Richie Laryea,22,Richie Laryea,2+,2+,1.11
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan David,10,Jonathan David,2+,2+,1.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Kerim Alajbegovic,19,Kerim Alajbegovic,2+,2+,1.53
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Edin Dzeko,11,Edin Dzeko,2+,2+,1.61
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tajon Buchanan,17,Tajon Buchanan,2+,2+,1.57
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ali Ahmed,20,Ali Ahmed,2+,2+,1.66
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Esmir Bajraktarevic,20,Esmir Bajraktarevic,2+,2+,1.66
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ismael Kone,8,Ismael Kone,2+,2+,1.72
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Promise David,24,Promise David,2+,2+,1.66
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Samed Bazdar,9,Samed Bazdar,2+,2+,1.72
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Luc De Fougerolles,4,Luc De Fougerolles,2+,2+,1.80
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stephen Eustaquio,7,Stephen Eustaquio,2+,2+,1.72
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Armin Gigovic,8,Armin Gigovic,2+,2+,1.90
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jayden Nelson,26,Jayden Nelson,2+,2+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tani Oluwaseyi,12,Tani Oluwaseyi,2+,2+,2.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Dedic,7,Amar Dedic,2+,2+,2.10
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Haris Tabakovic,23,Haris Tabakovic,2+,2+,2.20
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Basic,13,Ivan Basic,2+,2+,2.20
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermedin Demirovic,10,Ermedin Demirovic,2+,2+,2.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Joel Waterman,5,Joel Waterman,2+,2+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Liam Millar,11,Liam Millar,2+,2+,2.37
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amir Hadziahmetovic,16,Amir Hadziahmetovic,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Derek Cornelius,13,Derek Cornelius,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermin Mahmic,26,Ermin Mahmic,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Mathieu Choiniere,6,Mathieu Choiniere,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Niko Sigur,23,Niko Sigur,2+,2+,2.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Benjamin Tahirovic,6,Benjamin Tahirovic,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Cyle Larin,9,Cyle Larin,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jacob Shaffelburg,14,Jacob Shaffelburg,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jovo Lukic,25,Jovo Lukic,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nikola Katic,18,Nikola Katic,2+,2+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Memic,15,Amar Memic,2+,2+,2.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dzenis Burnic,17,Dzenis Burnic,2+,2+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alistair Johnston,2,Alistair Johnston,2+,2+,3.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Sead Kolasinac,5,Sead Kolasinac,2+,2+,3.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alfie Jones,3,Alfie Jones,2+,2+,3.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Sunjic,14,Ivan Sunjic,2+,2+,3.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan Osorio,21,Jonathan Osorio,2+,2+,3.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nidal Celik,24,Nidal Celik,2+,2+,3.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dennis Hadzikadunic,3,Dennis Hadzikadunic,2+,2+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tarik Muharemovic,4,Tarik Muharemovic,2+,2+,4.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nihad Mujakic,2,Nihad Mujakic,2+,2+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stjepan Radeljic,21,Stjepan Radeljic,2+,2+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Moise Bombito,15,Moise Bombito,2+,2+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Richie Laryea,22,Richie Laryea,3+,3+,1.36
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan David,10,Jonathan David,3+,3+,2.20
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Kerim Alajbegovic,19,Kerim Alajbegovic,3+,3+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Edin Dzeko,11,Edin Dzeko,3+,3+,2.75
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tajon Buchanan,17,Tajon Buchanan,3+,3+,2.62
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ali Ahmed,20,Ali Ahmed,3+,3+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Esmir Bajraktarevic,20,Esmir Bajraktarevic,3+,3+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ismael Kone,8,Ismael Kone,3+,3+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Promise David,24,Promise David,3+,3+,3.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Samed Bazdar,9,Samed Bazdar,3+,3+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Luc De Fougerolles,4,Luc De Fougerolles,3+,3+,3.40
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stephen Eustaquio,7,Stephen Eustaquio,3+,3+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Armin Gigovic,8,Armin Gigovic,3+,3+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jayden Nelson,26,Jayden Nelson,3+,3+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tani Oluwaseyi,12,Tani Oluwaseyi,3+,3+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Dedic,7,Amar Dedic,3+,3+,4.33
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Haris Tabakovic,23,Haris Tabakovic,3+,3+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Basic,13,Ivan Basic,3+,3+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermedin Demirovic,10,Ermedin Demirovic,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Joel Waterman,5,Joel Waterman,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Liam Millar,11,Liam Millar,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amir Hadziahmetovic,16,Amir Hadziahmetovic,3+,3+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Derek Cornelius,13,Derek Cornelius,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermin Mahmic,26,Ermin Mahmic,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Mathieu Choiniere,6,Mathieu Choiniere,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Niko Sigur,23,Niko Sigur,3+,3+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Benjamin Tahirovic,6,Benjamin Tahirovic,3+,3+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Cyle Larin,9,Cyle Larin,3+,3+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jacob Shaffelburg,14,Jacob Shaffelburg,3+,3+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jovo Lukic,25,Jovo Lukic,3+,3+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,3+,3+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nikola Katic,18,Nikola Katic,3+,3+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Memic,15,Amar Memic,3+,3+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dzenis Burnic,17,Dzenis Burnic,3+,3+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alistair Johnston,2,Alistair Johnston,3+,3+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Sead Kolasinac,5,Sead Kolasinac,3+,3+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alfie Jones,3,Alfie Jones,3+,3+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Sunjic,14,Ivan Sunjic,3+,3+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan Osorio,21,Jonathan Osorio,3+,3+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nidal Celik,24,Nidal Celik,3+,3+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dennis Hadzikadunic,3,Dennis Hadzikadunic,3+,3+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tarik Muharemovic,4,Tarik Muharemovic,3+,3+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nihad Mujakic,2,Nihad Mujakic,3+,3+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stjepan Radeljic,21,Stjepan Radeljic,3+,3+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Moise Bombito,15,Moise Bombito,3+,3+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Richie Laryea,22,Richie Laryea,4+,4+,1.90
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan David,10,Jonathan David,4+,4+,4.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Kerim Alajbegovic,19,Kerim Alajbegovic,4+,4+,5.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Edin Dzeko,11,Edin Dzeko,4+,4+,6.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tajon Buchanan,17,Tajon Buchanan,4+,4+,5.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ali Ahmed,20,Ali Ahmed,4+,4+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Esmir Bajraktarevic,20,Esmir Bajraktarevic,4+,4+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ismael Kone,8,Ismael Kone,4+,4+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Promise David,24,Promise David,4+,4+,6.50
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Samed Bazdar,9,Samed Bazdar,4+,4+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Luc De Fougerolles,4,Luc De Fougerolles,4+,4+,8.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Stephen Eustaquio,7,Stephen Eustaquio,4+,4+,7.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Armin Gigovic,8,Armin Gigovic,4+,4+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jayden Nelson,26,Jayden Nelson,4+,4+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tani Oluwaseyi,12,Tani Oluwaseyi,4+,4+,10.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Dedic,7,Amar Dedic,4+,4+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Haris Tabakovic,23,Haris Tabakovic,4+,4+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Basic,13,Ivan Basic,4+,4+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermedin Demirovic,10,Ermedin Demirovic,4+,4+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Joel Waterman,5,Joel Waterman,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Liam Millar,11,Liam Millar,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amir Hadziahmetovic,16,Amir Hadziahmetovic,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Derek Cornelius,13,Derek Cornelius,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ermin Mahmic,26,Ermin Mahmic,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Mathieu Choiniere,6,Mathieu Choiniere,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Niko Sigur,23,Niko Sigur,4+,4+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Benjamin Tahirovic,6,Benjamin Tahirovic,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Cyle Larin,9,Cyle Larin,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jacob Shaffelburg,14,Jacob Shaffelburg,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jovo Lukic,25,Jovo Lukic,4+,4+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nathan-Dylan Saliba,25,Nathan-Dylan Saliba,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Nikola Katic,18,Nikola Katic,4+,4+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Amar Memic,15,Amar Memic,4+,4+,19.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Dzenis Burnic,17,Dzenis Burnic,4+,4+,21.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alistair Johnston,2,Alistair Johnston,4+,4+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Sead Kolasinac,5,Sead Kolasinac,4+,4+,23.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Alfie Jones,3,Alfie Jones,4+,4+,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ivan Sunjic,14,Ivan Sunjic,4+,4+,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan Osorio,21,Jonathan Osorio,4+,4+,26.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Richie Laryea,22,Richie Laryea,5+,5+,3.25
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Jonathan David,10,Jonathan David,5+,5+,9.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Kerim Alajbegovic,19,Kerim Alajbegovic,5+,5+,11.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Edin Dzeko,11,Edin Dzeko,5+,5+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Tajon Buchanan,17,Tajon Buchanan,5+,5+,13.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ali Ahmed,20,Ali Ahmed,5+,5+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Esmir Bajraktarevic,20,Esmir Bajraktarevic,5+,5+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Ismael Kone,8,Ismael Kone,5+,5+,17.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Promise David,24,Promise David,5+,5+,15.00
Canada v Bosnia-Herzegovina,13 Jun 06:00,Player to be Fouled,Player to be Fouled,Samed Bazdar,9,Samed Bazdar,5+,5+,15.00
